slug,type,output_path,aspect,prompt,alt_en,alt_ar,alt_ru,kw,cluster,role
owned-rolls-royce-through-history-ownership,inline,public/images/blog/owned-rolls-royce-through-history-ownership-inline.webp,1600x900,"Detail of the Rolls-Royce Phantom's umbrella sheathed in the coach door and the illuminated treadplate, warm portico light, small heritage touches carried across eras of ownership, no people, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","A silver Rolls-Royce Phantom at a heritage Dubai hotel entrance at golden hour.","رولز رويس فانتوم فضّية أمام مدخل فندق تراثي في دبي في الساعة الذهبية.","Серебристый Rolls-Royce Phantom у входа исторического дубайского отеля в золотой час.","owned rolls royce through history ownership dubai",BRAND-INFO,Supporting
5-reasons-rolls-royce-worlds-most-coveted-car-marque,cover,public/images/blog/5-reasons-rolls-royce-worlds-most-coveted-car-marque-cover.jpg,1200x630,"A pearl-white Rolls-Royce Ghost in commanding three-quarter front view at the JBR beachfront at golden hour, towers and palms soft behind, the Spirit of Ecstasy leading the bonnet, an icon of desirability, no people, no readable plate, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 1200:630","A pearl-white Rolls-Royce Ghost at the JBR beachfront at golden hour.","رولز رويس غوست بلون أبيض لؤلؤي عند شاطئ جي بي آر في الساعة الذهبية.","Жемчужно-белый Rolls-Royce Ghost на набережной JBR в золотой час.","5 reasons rolls royce worlds most coveted car marque dubai",BRAND-INFO,Supporting
5-reasons-rolls-royce-worlds-most-coveted-car-marque,inline,public/images/blog/5-reasons-rolls-royce-worlds-most-coveted-car-marque-inline.webp,1600x900,"Signature detail of the Rolls-Royce Ghost's illuminated Pantheon grille and softly glowing surround at blue hour by the JBR promenade, the quiet markers of the marque's allure, no people, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","A pearl-white Rolls-Royce Ghost at the JBR beachfront at golden hour.","رولز رويس غوست بلون أبيض لؤلؤي عند شاطئ جي بي آر في الساعة الذهبية.","Жемчужно-белый Rolls-Royce Ghost на набережной JBR в золотой час.","5 reasons rolls royce worlds most coveted car marque dubai",BRAND-INFO,Supporting
rolls-royce-cars-made-goodwood-england,cover,public/images/blog/rolls-royce-cars-made-goodwood-england-cover.jpg,1200x630,"A reverent wide view of a Goodwood-style Rolls-Royce manufactory in soft English daylight, a finished Phantom on a polished floor before tall glazing overlooking green landscaped grounds, the birthplace of the marque, no identifiable faces, no readable plate, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 1200:630","A finished Rolls-Royce Phantom inside the Goodwood manufactory in England.","رولز رويس فانتوم مكتملة داخل مصنع غودوود في إنجلترا.","Готовый Rolls-Royce Phantom в мануфактуре Goodwood в Англии.","where are rolls royce cars made",BRAND-INFO,Pillar
rolls-royce-cars-made-goodwood-england,inline,public/images/blog/rolls-royce-cars-made-goodwood-england-inline.webp,1600x900,"Detail inside the Goodwood-style workshop of a single leather hide being inspected on a lit bench beside burr-walnut veneer panels, warm focused light, the English craft where the cars are made, no identifiable face, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","A finished Rolls-Royce Phantom inside the Goodwood manufactory in England.","رولز رويس فانتوم مكتملة داخل مصنع غودوود في إنجلترا.","Готовый Rolls-Royce Phantom в мануфактуре Goodwood в Англии.","where are rolls royce cars made",BRAND-INFO,Pillar
rolls-royce-cars-made-goodwood-dubais-roads,cover,public/images/blog/rolls-royce-cars-made-goodwood-dubais-roads-cover.jpg,1200x630,"A Rolls-Royce Phantom in deep midnight-blue glides along Sheikh Zayed Road at golden hour, Dubai skyline softly blurred behind it, the Spirit of Ecstasy mascot catching warm low sun, three-quarter front hero angle, no readable plate, the Goodwood-built flagship presented as a character on the road, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 1200:630","Rolls-Royce Phantom on Sheikh Zayed Road, built in Goodwood, driving in Dubai.","سيارة رولز رويس فانتوم المصنوعة في غودوود تنساب على طريق الشيخ زايد في دبي.","Rolls-Royce Phantom, собранный в Гудвуде, на шоссе Шейха Зайеда в Дубае.","rolls royce cars made goodwood roads dubai",MODEL-INFO,Supporting
rolls-royce-cars-made-goodwood-dubais-roads,inline,public/images/blog/rolls-royce-cars-made-goodwood-dubais-roads-inline.webp,1600x900,"Signature close-up of the Phantom's hand-painted coachline and the illuminated RR monogram on the C-pillar, a gloved craftsman's reflection faintly suggested in the lacquer, champagne-gold light raking across flawless paint, extreme detail on the bespoke finish, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","Rolls-Royce Phantom on Sheikh Zayed Road, built in Goodwood, driving in Dubai.","سيارة رولز رويس فانتوم المصنوعة في غودوود تنساب على طريق الشيخ زايد في دبي.","Rolls-Royce Phantom, собранный в Гудвуде, на шоссе Шейха Зайеда в Дубае.","rolls royce cars made goodwood roads dubai",MODEL-INFO,Supporting
rolls-royce-made-home-bespoke-luxury,cover,public/images/blog/rolls-royce-made-home-bespoke-luxury-cover.jpg,1200x630,"The Spirit of Ecstasy mascot rising from a polished Rolls-Royce grille, bathed in reverent golden Goodwood-workshop light, a faint English atelier interior softly blurred behind, the figurine sharp and luminous as a symbol of bespoke luxury, no people, no text, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 1200:630","Spirit of Ecstasy on a Rolls-Royce grille, symbol of bespoke luxury craftsmanship.","تمثال روح النشوة على شبك رولز رويس، رمز الفخامة المصنوعة يدوياً.","Фигурка «Дух экстаза» на решётке Rolls-Royce — символ создаваемой вручную роскоши.","where is rolls royce made",BRAND-INFO,Pillar
rolls-royce-made-home-bespoke-luxury,inline,public/images/blog/rolls-royce-made-home-bespoke-luxury-inline.webp,1600x900,"A craftsman's gloved hands hand-stitching cream leather seat piping inside a Rolls-Royce cabin at the Goodwood atelier, needle and waxed thread mid-pull, warm task light, an artisanal heritage scene conveying bespoke handwork, no identifiable face, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","Spirit of Ecstasy on a Rolls-Royce grille, symbol of bespoke luxury craftsmanship.","تمثال روح النشوة على شبك رولز رويس، رمز الفخامة المصنوعة يدوياً.","Фигурка «Дух экстаза» на решётке Rolls-Royce — символ создаваемой вручную роскоши.","where is rolls royce made",BRAND-INFO,Pillar
rolls-royce-made-look-goodwood-plant,cover,public/images/blog/rolls-royce-made-look-goodwood-plant-cover.jpg,1200x630,"Interior of the Goodwood plant: a single Rolls-Royce body shell on a spotless assembly bay under soft skylights, glass-walled English workshop, quiet and reverent, the unmistakable silhouette of a Phantom taking shape, no people, no text, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 1200:630","Inside the Goodwood plant where every Rolls-Royce is made by hand.","داخل مصنع غودوود حيث تُصنع كل سيارة رولز رويس يدوياً.","Внутри завода в Гудвуде, где каждый Rolls-Royce собирают вручную.","rolls royce made look goodwood plant dubai",BRAND-INFO,Supporting
rolls-royce-made-look-goodwood-plant,inline,public/images/blog/rolls-royce-made-look-goodwood-plant-inline.webp,1600x900,"Close-up of a wood veneer being hand-matched at the Goodwood plant, mirror-book figured walnut laid across a craftsman's bench under warm light, fine sawdust catching the glow, a signature detail of the factory's bespoke process, no identifiable face, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","Inside the Goodwood plant where every Rolls-Royce is made by hand.","داخل مصنع غودوود حيث تُصنع كل سيارة رولز رويس يدوياً.","Внутри завода в Гудвуде, где каждый Rolls-Royce собирают вручную.","rolls royce made look goodwood plant dubai",BRAND-INFO,Supporting
